"Date","Time","Revision","Operator","Job Number","Panel","Samples","Atten","Grade","Layers",

"12/02/2024","09:20:11",3200805.00,"Jose           ","223dec022024   ","Point 001 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,45.781, 48.622,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.196, 14.719,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.040, 43.124,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,14.094, 18.665,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:25:46",3200805.00,"Jose           ","223dec022024   ","Point 043 / 172",0,17,"88             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.405, 36.540,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.971, 14.468,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.133, 38.449,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.863, 23.656,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:25:52",3200805.00,"Jose           ","223dec022024   ","Point 044 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.151, 37.333,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.092, 15.718,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.499, 36.493,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.207, 22.788,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:25:58",3200805.00,"Jose           ","223dec022024   ","Point 045 / 172",0,17,"91             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,37.541, 39.871,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.944, 15.553,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,29.868, 35.738,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.869, 23.665,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:01",3200805.00,"Jose           ","223dec022024   ","Point 046 / 172",0,17,"57             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.609, 36.757,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,15.240, 16.999,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,35.526, 42.507,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.305, 24.242,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:20",3200805.00,"Jose           ","223dec022024   ","Point 047 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.928, 38.158,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,18.584, 20.729,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.502, 38.890,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.987, 23.821,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:24",3200805.00,"Jose           ","223dec022024   ","Point 048 / 172",0,17,"63             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,38.013, 40.372,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.428, 14.978,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.450, 37.630,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.762, 23.523,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:27",3200805.00,"Jose           ","223dec022024   ","Point 049 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.976, 37.147,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.971, 15.583,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.690, 39.115,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.178, 24.074,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:31",3200805.00,"Jose           ","223dec022024   ","Point 050 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,33.729, 35.822,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.946, 13.325,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,33.069, 39.568,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.553, 23.246,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:33",3200805.00,"Jose           ","223dec022024   ","Point 051 / 172",0,17,"62             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.957, 37.126,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.408, 16.071,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.628, 36.648,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.466, 23.131,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:39",3200805.00,"Jose           ","223dec022024   ","Point 052 / 172",0,17,"90             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,41.817, 44.412,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.488, 16.160,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.464, 43.630,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.622, 24.662,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:42",3200805.00,"Jose           ","223dec022024   ","Point 053 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,36.032, 38.268,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.740, 15.325,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,34.004, 40.687,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.752, 24.834,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:44",3200805.00,"Jose           ","223dec022024   ","Point 054 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,41.744, 44.334,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.733, 16.433,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.826, 38.081,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,19.467, 25.781,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:47",3200805.00,"Jose           ","223dec022024   ","Point 055 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.075, 37.252,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.330, 15.984,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.641, 36.663,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.602, 24.635,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:26:51",3200805.00,"Jose           ","223dec022024   ","Point 056 / 172",0,17,"78             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,36.716, 38.995,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.886, 16.604,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,35.677, 42.689,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.851, 24.965,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:00",3200805.00,"Jose           ","223dec022024   ","Point 057 / 172",0,17,"91             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,40.089, 42.577,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.471, 15.026,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,27.073, 32.393,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,19.515, 25.844,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:03",3200805.00,"Jose           ","223dec022024   ","Point 058 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.758, 36.915,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.047, 15.668,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,28.972, 34.666,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,19.156, 25.369,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:07",3200805.00,"Jose           ","223dec022024   ","Point 059 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,36.153, 38.397,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,16.333, 18.218,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.201, 43.316,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.579, 24.605,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:10",3200805.00,"Jose           ","223dec022024   ","Point 060 / 172",0,17,"61             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.754, 36.911,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.582, 16.264,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,41.084, 49.159,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.686, 24.747,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:14",3200805.00,"Jose           ","223dec022024   ","Point 061 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.203, 37.388,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,17.407, 19.416,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,37.074, 44.360,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.175, 24.069,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:25",3200805.00,"Jose           ","223dec022024   ","Point 062 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,43.130, 45.806,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.779, 16.484,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,34.264, 40.998,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.937, 21.106,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:28",3200805.00,"Jose           ","223dec022024   ","Point 063 / 172",0,17,"84             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,41.184, 43.740,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.521, 16.197,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.879, 36.948,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.159, 21.400,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:34",3200805.00,"Jose           ","223dec022024   ","Point 064 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,42.718, 45.369,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.958, 15.568,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,22.531, 26.959,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,25.116, 33.263,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:27:43",3200805.00,"Jose           ","223dec022024   ","Point 065 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.701, 36.855,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.604, 15.174,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,29.055, 34.765,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.930, 22.421,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:28:05",3200805.00,"Jose           ","223dec022024   ","Point 066 / 172",0,17,"63             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.962, 37.132,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.275, 13.691,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.861, 38.123,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.414, 23.061,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:28:11",3200805.00,"Jose           ","223dec022024   ","Point 067 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.150, 37.331,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.047, 15.668,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,46.312, 55.413,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.950, 23.772,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:28:14",3200805.00,"Jose           ","223dec022024   ","Point 068 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,36.020, 38.256,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,15.348, 17.119,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,33.405, 39.970,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.314, 24.254,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:28:27",3200805.00,"Jose           ","223dec022024   ","Point 069 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,39.039, 41.462,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.201, 14.724,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.448, 37.629,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.847, 23.636,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:28:33",3200805.00,"Jose           ","223dec022024   ","Point 070 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,29.402, 31.226,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.866, 15.466,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,29.638, 35.463,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.610, 23.322,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:28:36",3200805.00,"Jose           ","223dec022024   ","Point 071 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.746, 37.965,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,15.434, 17.215,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.840, 38.098,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.198, 24.101,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:28:42",3200805.00,"Jose           ","223dec022024   ","Point 072 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.250, 36.375,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.055, 14.561,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,34.086, 40.785,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.205, 22.785,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:28:57",3200805.00,"Jose           ","223dec022024   ","Point 073 / 172",0,17,"57             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,43.925, 46.651,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.022, 15.641,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,29.447, 35.235,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.263, 24.186,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:29:06",3200805.00,"Jose           ","223dec022024   ","Point 074 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.841, 37.003,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.513, 16.188,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,28.956, 34.647,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.731, 23.482,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:29:16",3200805.00,"Jose           ","223dec022024   ","Point 075 / 172",0,17,"62             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,40.505, 43.019,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.937, 15.545,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.555, 43.739,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.984, 22.493,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:29:19",3200805.00,"Jose           ","223dec022024   ","Point 076 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,41.122, 43.675,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.665, 13.011,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.931, 38.207,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.766, 22.204,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:29:31",3200805.00,"Jose           ","223dec022024   ","Point 077 / 172",0,17,"87             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,41.504, 44.080,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,15.077, 16.817,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,43.121, 51.595,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.002, 23.840,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:29:46",3200805.00,"Jose           ","223dec022024   ","Point 078 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,37.620, 39.955,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.496, 16.169,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,33.953, 40.626,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.364, 22.996,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:29:53",3200805.00,"Jose           ","223dec022024   ","Point 079 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.948, 37.116,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.493, 13.935,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.675, 37.901,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.213, 22.796,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:02",3200805.00,"Jose           ","223dec022024   ","Point 080 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.977, 37.147,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.317, 12.624,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.821, 36.878,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.101, 22.647,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:26",3200805.00,"Jose           ","223dec022024   ","Point 081 / 172",0,17,"60             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.787, 38.008,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,18.134, 20.226,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,40.197, 48.097,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.974, 21.155,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:30",3200805.00,"Jose           ","223dec022024   ","Point 082 / 172",0,17,"46             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.579, 36.725,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,16.058, 17.911,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,25.233, 30.192,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,25.146, 33.302,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:33",3200805.00,"Jose           ","223dec022024   ","Point 083 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,29.723, 31.568,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.914, 16.636,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.426, 43.585,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.491, 20.515,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:36",3200805.00,"Jose           ","223dec022024   ","Point 084 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.149, 37.330,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,10.641, 11.868,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,29.072, 34.786,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.612, 20.675,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
