"Date","Time","Revision","Operator","Job Number","Panel","Samples","Atten","Grade","Layers",

"11/27/2024","11:13:03",3200805.00,"Jose           ","8x5nov272024   ","Point 001 / 172",0,17,"73             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,46.909, 50.290,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.371, 14.863,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,37.658, 44.969,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,13.918, 18.842,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:22:17",3200805.00,"Jose           ","8x5nov272024   ","Point 043 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,35.168, 37.702,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,19.027, 21.150,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,31.432, 37.534,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.077, 23.120,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:22:37",3200805.00,"Jose           ","8x5nov272024   ","Point 044 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,39.811, 42.680,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.102, 13.452,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.397, 36.298,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.071, 23.110,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:22:41",3200805.00,"Jose           ","8x5nov272024   ","Point 045 / 172",0,17,"63             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,38.442, 41.212,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,11.663, 12.965,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.136, 39.569,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.905, 24.239,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:22:45",3200805.00,"Jose           ","8x5nov272024   ","Point 046 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,39.199, 42.024,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,16.790, 18.664,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,37.848, 45.196,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.165, 23.238,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:23:11",3200805.00,"Jose           ","8x5nov272024   ","Point 047 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,36.252, 38.865,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,21.547, 23.952,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.702, 40.245,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.673, 25.279,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:23:15",3200805.00,"Jose           ","8x5nov272024   ","Point 048 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,36.486, 39.115,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.280, 14.762,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.842, 36.830,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.866, 24.187,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:23:28",3200805.00,"Jose           ","8x5nov272024   ","Point 049 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,40.108, 42.998,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.877, 15.425,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.541, 40.052,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.357, 24.852,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:23:35",3200805.00,"Jose           ","8x5nov272024   ","Point 050 / 172",0,17,"62             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,41.434, 44.419,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,14.490, 16.106,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.743, 39.100,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.659, 25.260,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:23:41",3200805.00,"Jose           ","8x5nov272024   ","Point 051 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,43.632, 46.776,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,17.488, 19.439,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,34.355, 41.024,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.750, 24.030,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:23:52",3200805.00,"Jose           ","8x5nov272024   ","Point 052 / 172",0,17,"62             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,41.599, 44.597,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.893, 15.443,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,31.778, 37.947,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.438, 24.962,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:23:58",3200805.00,"Jose           ","8x5nov272024   ","Point 053 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,36.458, 39.086,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.293, 13.665,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.723, 40.271,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.631, 25.223,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:24:02",3200805.00,"Jose           ","8x5nov272024   ","Point 054 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,37.919, 40.651,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.112, 14.575,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,31.801, 37.975,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.647, 25.244,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:24:04",3200805.00,"Jose           ","8x5nov272024   ","Point 055 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,37.672, 40.386,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,11.633, 12.931,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,31.113, 37.154,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,19.592, 26.524,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:24:07",3200805.00,"Jose           ","8x5nov272024   ","Point 056 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,41.156, 44.122,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.268, 13.636,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,34.440, 41.127,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.605, 25.188,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:24:14",3200805.00,"Jose           ","8x5nov272024   ","Point 057 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,36.501, 39.131,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,11.740, 13.050,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,27.406, 32.727,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,19.405, 26.271,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:24:20",3200805.00,"Jose           ","8x5nov272024   ","Point 058 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,35.164, 37.698,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.273, 13.642,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.250, 36.123,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,19.465, 26.351,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:24:28",3200805.00,"Jose           ","8x5nov272024   ","Point 059 / 172",0,17,"63             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,36.836, 39.490,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.098, 14.560,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,35.508, 42.402,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,19.268, 26.085,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:24:36",3200805.00,"Jose           ","8x5nov272024   ","Point 060 / 172",0,17,"88             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,45.183, 48.438,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.170, 13.527,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,35.524, 42.421,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.883, 25.564,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:24:42",3200805.00,"Jose           ","8x5nov272024   ","Point 061 / 172",0,17,"61             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,38.045, 40.786,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,15.232, 16.932,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.884, 40.463,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.611, 25.195,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:07",3200805.00,"Jose           ","8x5nov272024   ","Point 062 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,38.935, 41.740,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,18.039, 20.052,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,36.550, 43.645,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.002, 23.018,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:12",3200805.00,"Jose           ","8x5nov272024   ","Point 063 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,41.763, 44.773,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.838, 15.382,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.750, 39.108,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.004, 23.020,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:16",3200805.00,"Jose           ","8x5nov272024   ","Point 064 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,40.908, 43.856,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.684, 15.211,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.708, 39.058,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.649, 23.893,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:27",3200805.00,"Jose           ","8x5nov272024   ","Point 065 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,34.744, 37.247,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,10.634, 11.821,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,26.693, 31.875,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.318, 23.445,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:42",3200805.00,"Jose           ","8x5nov272024   ","Point 066 / 172",0,17,"48             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,45.424, 48.698,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.611, 14.018,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,27.229, 32.515,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.692, 25.305,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:48",3200805.00,"Jose           ","8x5nov272024   ","Point 067 / 172",0,17,"91             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,37.415, 40.111,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,14.804, 16.456,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,38.398, 45.853,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.170, 24.599,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:51",3200805.00,"Jose           ","8x5nov272024   ","Point 068 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,37.328, 40.018,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.848, 14.281,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.679, 39.024,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.640, 25.234,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:54",3200805.00,"Jose           ","8x5nov272024   ","Point 069 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,37.973, 40.709,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.487, 13.880,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.268, 38.532,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,19.233, 26.038,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:25:58",3200805.00,"Jose           ","8x5nov272024   ","Point 070 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,35.465, 38.020,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,11.377, 12.646,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,29.459, 35.178,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.597, 25.177,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:26:01",3200805.00,"Jose           ","8x5nov272024   ","Point 071 / 172",0,17,"62             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,35.282, 37.824,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.034, 14.489,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.464, 36.378,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.689, 25.302,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:26:10",3200805.00,"Jose           ","8x5nov272024   ","Point 072 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,34.984, 37.504,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,17.873, 19.868,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.157, 38.400,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.886, 24.215,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:26:15",3200805.00,"Jose           ","8x5nov272024   ","Point 073 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,34.218, 36.684,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.499, 13.893,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,27.958, 33.385,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,18.193, 24.630,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:26:20",3200805.00,"Jose           ","8x5nov272024   ","Point 074 / 172",0,17,"75             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,39.418, 42.258,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.280, 13.650,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,27.056, 32.309,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,19.165, 25.946,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:00",3200805.00,"Jose           ","8x5nov272024   ","Point 075 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,38.022, 40.762,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.380, 14.873,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,33.248, 39.703,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,16.858, 22.822,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:02",3200805.00,"Jose           ","8x5nov272024   ","Point 076 / 172",0,17,"71             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,40.276, 43.178,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,13.214, 14.689,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.026, 38.243,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.436, 23.604,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:06",3200805.00,"Jose           ","8x5nov272024   ","Point 077 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,41.269, 44.242,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,15.275, 16.980,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,44.171, 52.746,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.819, 24.124,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:09",3200805.00,"Jose           ","8x5nov272024   ","Point 078 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,38.219, 40.973,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.715, 14.134,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.747, 36.716,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.076, 23.117,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:13",3200805.00,"Jose           ","8x5nov272024   ","Point 079 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,37.481, 40.182,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.422, 13.808,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,30.899, 36.897,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,17.059, 23.095,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:18",3200805.00,"Jose           ","8x5nov272024   ","Point 080 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,35.245, 37.784,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,11.595, 12.889,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,29.548, 35.284,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,16.694, 22.601,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:41",3200805.00,"Jose           ","8x5nov272024   ","Point 081 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,36.729, 39.375,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,14.157, 15.736,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,37.899, 45.257,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,13.727, 18.584,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:45",3200805.00,"Jose           ","8x5nov272024   ","Point 082 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,35.532, 38.092,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.558, 13.959,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,32.105, 38.339,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,15.546, 21.046,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:27:49",3200805.00,"Jose           ","8x5nov272024   ","Point 083 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,31.287, 33.541,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,12.957, 14.403,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,35.827, 42.782,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,15.425, 20.882,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"11/27/2024","11:28:11",3200805.00,"Jose           ","8x5nov272024   ","Point 084 / 172",0,17,"88             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"Clearcoat      ","O2100          ","NPA     ",0.00,0.00, 84414.,37.889, 40.619,"Nightfall      ","8X5            ","NPA     ",0.00,0.00, 87526.,11.216, 12.468,"Dk Grey Prime  ","OP100 DG       ","NPA     ",0.00,0.00, 94027.,28.895, 34.504,"E-Coat         ","ED6670ZR       ","PKAF    ",0.00,0.00,106599.,15.827, 21.427,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
